numTreatments,instCode,journals,dois,country,name,type,country_name,region
294,RMNH,ZooKeys;Journal of Hymenoptera Research;Nota Lepidopterologica,10.3897/zookeys.837.32057;10.3897/zookeys.835.33231;10.3897/JHR.46.5763;10.3897/zookeys.896.36493;10.3897/zookeys.800.26292;10.3897/jhr.52.9806;10.3897/jhr.64.25453;10.3897/jhr.66.28881;10.3897/jhr.71.35754;10.3897/jhr.72.39333;10.3897/zookeys.780.26388;10.3897/zookeys.777.23212;10.3897/zookeys.773.24878;10.3897/nl.40.12674;10.3897/zookeys.522.10294;10.3897/zookeys.723.21668;10.3897/zookeys.842.33052;10.3897/zookeys.840.33878;10.3897/zookeys.524.6158;10.3897/zookeys.531.6097;10.3897/zookeys.537.6592;10.3897/zookeys.663.11874;10.3897/zookeys.647.11247;10.3897/zookeys.623.10045;10.3897/zookeys.712.14955;10.3897/zookeys.652.11252;10.3897/zookeys.651.11235;10.3897/zookeys.646.11397;10.3897/zookeys.639.10893;10.3897/zookeys.629.10167;10.3897/zookeys.628.9805;10.3897/zookeys.619.10043;10.3897/zookeys.612.9751;10.3897/zookeys.606.9656;10.3897/zookeys.606.9310;10.3897/zookeys.604.8976;10.3897/zookeys.594.5954;10.3897/zookeys.589.8361;10.3897/zookeys.587.8188;10.3897/zookeys.588.7906;10.3897/zookeys.581.8044;10.3897/zookeys.581.7455;10.3897/zookeys.576.8177;10.3897/zookeys.567.7212;10.3897/zookeys.562.6181;10.3897/zookeys.557.6298;10.3897/zookeys.539.6529;10.3897/zookeys.1014.60426;10.3897/zookeys.1038.64978;10.3897/jhr.65.27626;10.3897/zookeys.771.24165;10.3897/zookeys.736.20739;10.3897/nl.40.14528;10.3897/nl.43.48404;10.3897/zookeys.926.47270,NL,"Naturalis Biodiversity Center, Zoology Collections",MUSEUM,Netherlands,GN
5,MSNM,ZooKeys,10.3897/zookeys.837.32057;10.3897/zookeys.999.53130,IT,Museo di Storia Naturale di Milano,HERBARIUM,Italy,GN
7,SMTD,ZooKeys,10.3897/zookeys.837.32057;10.3897/zookeys.679.12547,,,,,
327,ZSM,ZooKeys;Zoosystematics and Evolution;Journal of Hymenoptera Research;Nota Lepidopterologica;Evolutionary Systematics,10.3897/zookeys.837.32057;10.3897/zookeys.832.30851;10.3897/zookeys.828.32200;10.3897/zse.95.32818;10.3897/zse.94.21037;10.3897/zse.92.9945;10.3897/zookeys.897.38148;10.3897/zookeys.806.30051;10.3897/zookeys.800.26292;10.3897/jhr.67.28810;10.3897/zookeys.788.26325;10.3897/nl.40.11184;10.3897/nl.41.22840;10.3897/nl.41.26835;10.3897/zookeys.717.21885;10.3897/zookeys.715.15913;10.3897/zse.93.14906;10.3897/zookeys.878.37403;10.3897/zookeys.803.28903;10.3897/zookeys.665.11609;10.3897/zookeys.912.47719;10.3897/nl.40.10440;10.3897/zookeys.554.6065;10.3897/zookeys.577.7301;10.3897/zookeys.577.7254;10.3897/zse.96.51372;10.3897/zookeys.963.53470;10.3897/zookeys.684.13383;10.3897/zookeys.626.10033;10.3897/zookeys.619.9951;10.3897/zookeys.992.53975;10.3897/nl.41.25099;10.3897/nl.39.9090;10.3897/zookeys.1002.58017;10.3897/zookeys.582.7709;10.3897/zookeys.1023.53404;10.3897/zookeys.1033.60686;10.3897/jhr.82.64657;10.3897/evolsyst.3.33417;10.3897/zookeys.537.6090,,,,,
878,USNM,ZooKeys;Journal of Hymenoptera Research;Zoosystematics and Evolution;Subterranean Biology;Journal of Orthoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.837.32057;10.3897/zookeys.835.32562;10.3897/zookeys.835.27528;10.3897/zookeys.818.30974;10.3897/zookeys.884.36154;10.3897/zookeys.881.34646;10.3897/JHR.47.5730;10.3897/JHR.49.7714;10.3897/zse.92.5789;10.3897/zse.91.5715;10.3897/zookeys.896.36493;10.3897/zookeys.809.29280;10.3897/zookeys.803.28124;10.3897/zookeys.796.22517;10.3897/zookeys.796.21431;10.3897/zookeys.796.21432;10.3897/zookeys.796.21429;10.3897/zookeys.796.21285;10.3897/zookeys.796.22058;10.3897/zookeys.796.21054;10.3897/jhr.51.9830;10.3897/jhr.53.10369;10.3897/jhr.53.9890;10.3897/jhr.53.9902;10.3897/jhr.53.11027;10.3897/jhr.54.10457;10.3897/jhr.54.10096;10.3897/jhr.56.10158;10.3897/jhr.61.13466;10.3897/jhr.63.12754;10.3897/jhr.72.38908;10.3897/jhr.73.38025;10.3897/zookeys.795.27070;10.3897/zookeys.794.26789;10.3897/zookeys.792.28034;10.3897/zookeys.788.26282;10.3897/zookeys.788.26885;10.3897/zookeys.787.26948;10.3897/zookeys.786.28421;10.3897/zookeys.786.27382;10.3897/zookeys.785.28006;10.3897/zookeys.778.25775;10.3897/zookeys.775.26893;10.3897/zookeys.768.24423;10.3897/zookeys.766.24523;10.3897/subtbiol.30.36273;10.3897/zookeys.755.23939;10.3897/zookeys.752.23712;10.3897/zookeys.744.22766;10.3897/zookeys.729.21779;10.3897/zookeys.727.20222;10.3897/zookeys.720.12715;10.3897/zookeys.711.17766;10.3897/zookeys.707.12649;10.3897/zse.95.33880;10.3897/zookeys.869.34166;10.3897/zookeys.867.28728;10.3897/zookeys.863.33183;10.3897/zookeys.857.34465;10.3897/zookeys.854.35133;10.3897/zookeys.842.33609;10.3897/zookeys.527.6087;10.3897/zookeys.528.6001;10.3897/zookeys.530.6155;10.3897/zookeys.532.6587;10.3897/zookeys.534.6019;10.3897/zookeys.537.6115;10.3897/zookeys.690.13751;10.3897/zookeys.679.12805;10.3897/zookeys.679.13472;10.3897/zookeys.676.12987;10.3897/zookeys.655.11339;10.3897/zookeys.646.11132;10.3897/zookeys.912.47719;10.3897/zookeys.907.36563;10.3897/jor.29.51328;10.3897/zookeys.546.6344;10.3897/zookeys.557.5939;10.3897/zookeys.565.7185;10.3897/zookeys.580.8153;10.3897/zookeys.596.8217;10.3897/zookeys.597.7520;10.3897/zookeys.825.32271;10.3897/zookeys.955.53644;10.3897/zookeys.959.53415;10.3897/zookeys.712.14955;10.3897/zookeys.677.12435;10.3897/zookeys.674.11435;10.3897/zookeys.671.12052;10.3897/zookeys.669.11773;10.3897/zookeys.668.12203;10.3897/zookeys.667.6080;10.3897/zookeys.661.11251;10.3897/zookeys.651.11235;10.3897/zookeys.648.10935;10.3897/zookeys.641.11500;10.3897/zookeys.635.10535;10.3897/zookeys.631.10718;10.3897/zookeys.630.9298;10.3897/zookeys.623.10018;10.3897/zookeys.623.10272;10.3897/zookeys.618.9692;10.3897/zookeys.617.9178;10.3897/zookeys.615.9530;10.3897/zookeys.614.10200;10.3897/zookeys.980.56807;10.3897/zookeys.982.52363;10.3897/zookeys.995.55981;10.3897/zookeys.1001.58447;10.3897/jhr.76.48004;10.3897/jhr.76.38340;10.3897/jhr.74.39299;10.3897/dez.66.47447;10.3897/zookeys.606.8590;10.3897/zookeys.605.8060;10.3897/zookeys.603.7480;10.3897/zookeys.601.9040;10.3897/zookeys.594.7750;10.3897/zookeys.592.8180;10.3897/zookeys.572.7823;10.3897/zookeys.571.7440;10.3897/zookeys.566.7344;10.3897/zookeys.566.6982;10.3897/zookeys.562.6181;10.3897/zookeys.562.7310;10.3897/zookeys.561.7263;10.3897/zookeys.552.6475;10.3897/zookeys.533.6004;10.3897/zookeys.1008.60704;10.3897/zookeys.1007.60012;10.3897/jhr.80.59466;10.3897/zookeys.970.54801;10.3897/zookeys.1019.59881;10.3897/zookeys.1028.61018;10.3897/subtbiol.38.61787;10.3897/zookeys.817.29406;10.3897/JHR.45.5442;10.3897/zookeys.782.27938;10.3897/zookeys.770.24281;10.3897/zookeys.765.24144;10.3897/zookeys.537.6090;10.3897/zookeys.670.11839;10.3897/zookeys.661.9728,US,"Smithsonian Institution, National Museum of Natural History",MUSEUM,United States,GN
6,BLKU,ZooKeys,10.3897/zookeys.836.32634;10.3897/zookeys.1000.55021;10.3897/zookeys.651.10336,,,,,
17,UCRC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.836.32634;10.3897/jhr.57.12892;10.3897/zookeys.736.20883;10.3897/zookeys.544.6074;10.3897/zookeys.658.11569;10.3897/zookeys.648.10935;10.3897/jhr.76.48004,,,,,
188,BPBM,ZooKeys;Zoosystematics and Evolution;Deutsche Entomologische Zeitschrift,10.3897/zookeys.835.32562;10.3897/zookeys.835.27528;10.3897/zookeys.818.32061;10.3897/zse.92.7629;10.3897/zse.92.5581;10.3897/zookeys.796.21293;10.3897/zookeys.796.21054;10.3897/zookeys.786.28421;10.3897/zookeys.786.27382;10.3897/zookeys.778.25775;10.3897/zookeys.773.21690;10.3897/zookeys.730.21846;10.3897/zookeys.547.9698;10.3897/zookeys.912.47719;10.3897/zookeys.544.6074;10.3897/zookeys.559.6134;10.3897/zookeys.641.11500;10.3897/zookeys.635.9915;10.3897/zookeys.614.10200;10.3897/zookeys.984.53587;10.3897/zookeys.605.8060;10.3897/zookeys.562.6052;10.3897/dez.68.63635;10.3897/zookeys.1037.56303,US,Bernice Pauahi Bishop Museum,MUSEUM,United States,GN
438,CNC,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.835.33440;10.3897/zookeys.884.36154;10.3897/zookeys.881.34646;10.3897/zookeys.896.36493;10.3897/zookeys.796.21432;10.3897/zookeys.796.21429;10.3897/zookeys.796.21285;10.3897/JHR.50.8220;10.3897/jhr.53.9902;10.3897/jhr.54.10457;10.3897/jhr.54.11662;10.3897/jhr.57.12892;10.3897/jhr.61.21015;10.3897/jhr.63.12754;10.3897/jhr.64.25453;10.3897/jhr.70.35555;10.3897/zookeys.788.26282;10.3897/zookeys.788.26068;10.3897/zookeys.788.26480;10.3897/zookeys.788.26484;10.3897/zookeys.788.26310;10.3897/zookeys.788.26048;10.3897/zookeys.788.26885;10.3897/zookeys.755.23939;10.3897/zookeys.736.20883;10.3897/zookeys.730.22869;10.3897/zookeys.724.21415;10.3897/zookeys.721.21747;10.3897/zookeys.718.21151;10.3897/zookeys.701.13261;10.3897/zookeys.584.8319;10.3897/zookeys.841.33549;10.3897/zookeys.527.6087;10.3897/zookeys.527.9771;10.3897/dez.63.8977;10.3897/zookeys.664.11881;10.3897/zookeys.646.10787;10.3897/zookeys.559.6134;10.3897/zookeys.572.6763;10.3897/zookeys.573.7878;10.3897/zookeys.621.10115;10.3897/zookeys.681.12522;10.3897/zookeys.658.11569;10.3897/zookeys.626.10033;10.3897/zookeys.618.8059;10.3897/zookeys.610.9361;10.3897/jhr.79.56162;10.3897/zookeys.990.55542;10.3897/zookeys.595.8752;10.3897/zookeys.582.7684;10.3897/zookeys.573.7830;10.3897/zookeys.573.7016;10.3897/zookeys.566.6982;10.3897/zookeys.533.6004;10.3897/zookeys.1007.60012;10.3897/dez.68.59641;10.3897/zookeys.1024.60393;10.3897/zookeys.1028.56784;10.3897/zookeys.1039.66493;10.3897/zookeys.984.53587,CA,"Canadian National Collection of Insects, Arachnids, and Nematodes",,Canada,GN
152,MHNG,ZooKeys;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.835.33231;10.3897/jhr.71.35754;10.3897/zookeys.777.23212;10.3897/zookeys.775.26893;10.3897/zookeys.766.24523;10.3897/zookeys.706.14807;10.3897/zookeys.842.33609;10.3897/zookeys.525.6057;10.3897/dez.63.8344;10.3897/dez.63.8386;10.3897/zookeys.664.11881;10.3897/zookeys.906.47978;10.3897/zookeys.556.7011;10.3897/zookeys.572.7177;10.3897/zookeys.949.51269;10.3897/zookeys.595.8752;10.3897/zookeys.1009.59205;10.3897/zookeys.1010.58348;10.3897/zookeys.1035.65767;10.3897/zookeys.767.21105;10.3897/zookeys.670.11839;10.3897/zookeys.680.13213,,Muséum d'histoire naturelle de la Ville de Genève,MUSEUM,,
2,MSNV,ZooKeys,10.3897/zookeys.835.33166;10.3897/zookeys.736.20739,IT,Museo Civico di Storia Naturale di Venezia,,Italy,GN
53,PNM,ZooKeys,10.3897/zookeys.835.27528;10.3897/zookeys.675.12061;10.3897/zookeys.1002.58017;10.3897/zookeys.763.21252,PH,Philippine National Museum,,Philippines,GS
11,CBEE,ZooKeys,10.3897/zookeys.833.32736;10.3897/zookeys.940.50764;10.3897/zookeys.879.35110;10.3897/zookeys.888.34494;10.3897/zookeys.882.38811,,,,,
210,ZMUC,ZooKeys;Nota Lepidopterologica;Deutsche Entomologische Zeitschrift;Zoosystematics and Evolution,10.3897/zookeys.833.32413;10.3897/zookeys.827.32969;10.3897/zookeys.800.26292;10.3897/zookeys.786.28270;10.3897/nl.40.11184;10.3897/nl.41.23395;10.3897/zookeys.522.10294;10.3897/zookeys.752.23712;10.3897/dez.63.10799;10.3897/nl.42.33412;10.3897/zookeys.687.13844;10.3897/zookeys.664.11881;10.3897/zookeys.571.6897;10.3897/zookeys.594.8623;10.3897/zse.96.48431;10.3897/zookeys.963.54842;10.3897/zookeys.684.13383;10.3897/zookeys.681.12522;10.3897/zookeys.669.12398;10.3897/zookeys.651.11235;10.3897/zookeys.628.9805;10.3897/zookeys.619.10043;10.3897/nl.43.54916;10.3897/zookeys.587.8188;10.3897/zookeys.568.6872;10.3897/zookeys.761.24214;10.3897/zookeys.753.22366;10.3897/nl.43.48404,,,,,
8,NHML,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.833.32413;10.3897/zookeys.788.26282;10.3897/dez.63.10799,LY,"Natural History Museum, Tripoli",,Libya,GS
156,CUMZ,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.833.32413;10.3897/zookeys.760.24837;10.3897/zookeys.725.22014;10.3897/zookeys.722.21192;10.3897/zookeys.870.36970;10.3897/zookeys.684.12558;10.3897/zookeys.672.10212;10.3897/zookeys.976.53859;10.3897/zookeys.996.57411;10.3897/zookeys.589.7933;10.3897/zookeys.590.7950;10.3897/zse.97.59143;10.3897/zookeys.761.24214;10.3897/zookeys.1040.66209,,"Carleton University, Museum of Zoology",,,
5,MZUC-UCCC,ZooKeys,10.3897/zookeys.832.30851,,,,,
239,CNCI,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.830.32463;10.3897/JHR.49.7714;10.3897/jhr.53.10217;10.3897/jhr.56.10158;10.3897/jhr.61.13466;10.3897/jhr.73.33876;10.3897/jhr.73.38383;10.3897/jhr.73.34262;10.3897/jhr.73.38025;10.3897/zookeys.787.26948;10.3897/zookeys.783.26872;10.3897/zookeys.778.25775;10.3897/zookeys.730.21846;10.3897/zookeys.663.11554;10.3897/zookeys.565.7185;10.3897/zookeys.648.10935,CA,Canadian National Collection Insects,,Canada,GN
219,OSUC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.830.32463;10.3897/JHR.47.5730;10.3897/jhr.56.10158;10.3897/jhr.56.10388;10.3897/jhr.73.33876;10.3897/jhr.73.38383;10.3897/zookeys.778.25775;10.3897/zookeys.730.21846;10.3897/zookeys.537.6115;10.3897/zookeys.565.7185;10.3897/zookeys.648.10935;10.3897/zookeys.811.29725;10.3897/zookeys.663.11554,,,,,
13,ICN,ZooKeys,10.3897/zookeys.830.31433;10.3897/zookeys.541.6297;10.3897/zookeys.665.11371;10.3897/zookeys.601.7704,CO,"Instituto de Ciencias Naturales, Museo de Historia Natural",,Colombia,GS
1,FC-My,ZooKeys,10.3897/zookeys.830.31433,,,,,
353,IZCAS,ZooKeys;Zoosystematics and Evolution;Journal of Hymenoptera Research;Deutsche Entomologische Zeitschrift,10.3897/zookeys.829.29708;10.3897/zookeys.881.34646;10.3897/zookeys.880.34712;10.3897/zse.94.26859;10.3897/jhr.65.24872;10.3897/jhr.68.30784;10.3897/zookeys.794.29156;10.3897/zookeys.784.27758;10.3897/zookeys.749.23165;10.3897/zookeys.747.21999;10.3897/zookeys.725.15059;10.3897/zookeys.722.12362;10.3897/zookeys.720.12715;10.3897/zookeys.709.14755;10.3897/zookeys.869.35546;10.3897/zookeys.862.33078;10.3897/zookeys.857.34465;10.3897/zookeys.855.34383;10.3897/zookeys.853.33311;10.3897/zookeys.615.9964;10.3897/zookeys.647.11247;10.3897/zookeys.917.48924;10.3897/zookeys.913.48650;10.3897/zookeys.911.38761;10.3897/zookeys.909.47137;10.3897/jhr.76.50794;10.3897/zookeys.549.6046;10.3897/zookeys.931.49638;10.3897/zookeys.960.54053;10.3897/zookeys.961.53058;10.3897/zookeys.968.55047;10.3897/zookeys.679.12547;10.3897/zookeys.647.11192;10.3897/zookeys.974.56059;10.3897/zookeys.635.10487;10.3897/zookeys.630.8466;10.3897/zookeys.975.53472;10.3897/zookeys.627.8629;10.3897/jhr.79.57276;10.3897/zookeys.988.56188;10.3897/zookeys.993.53805;10.3897/zookeys.993.57676;10.3897/zookeys.596.8332;10.3897/zookeys.587.7207;10.3897/zookeys.569.6921;10.3897/zookeys.1009.59693;10.3897/zookeys.1012.59854;10.3897/zookeys.1034.59413;10.3897/zookeys.1034.60411;10.3897/zookeys.1036.60319;10.3897/zookeys.1037.65481;10.3897/dez.68.66200;10.3897/zookeys.1038.55258;10.3897/zookeys.771.23158;10.3897/zookeys.519.8784;10.3897/zookeys.902.38967;10.3897/zookeys.936.48577;10.3897/zookeys.996.55002;10.3897/zookeys.553.6153,CN,"Institute of Zoology, Chinese Academy of Sciences",,China,GS
2,TFRI,ZooKeys,10.3897/zookeys.829.29708,TW,Taiwan Fisheries Research Institute,,"Taiwan, Province of China",GN
2,SKS,ZooKeys,10.3897/zookeys.829.28718;10.3897/zookeys.725.20777,,,,,
17,INHS,ZooKeys;Subterranean Biology,10.3897/zookeys.829.28718;10.3897/subtbiol.17.7660;10.3897/zookeys.736.20883;10.3897/zookeys.725.20777;10.3897/zookeys.679.12805;10.3897/zookeys.562.7478;10.3897/zookeys.646.10912,US,Illinois Natural History Survey,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,United States,GN
303,MZB,ZooKeys;Zoosystematics and Evolution;Journal of Hymenoptera Research,10.3897/zookeys.828.32200;10.3897/zse.94.22120;10.3897/zookeys.897.38148;10.3897/zookeys.805.24834;10.3897/jhr.70.34206;10.3897/zookeys.781.27354;10.3897/zookeys.715.15913;10.3897/zse.91.5411;10.3897/zookeys.878.37403;10.3897/zookeys.803.28903;10.3897/zookeys.665.11609;10.3897/zookeys.554.6306;10.3897/zookeys.554.6065;10.3897/zookeys.947.53906;10.3897/zookeys.960.55007;10.3897/zookeys.660.11847;10.3897/zookeys.995.55981;10.3897/zookeys.562.6052;10.3897/zookeys.1007.59351;10.3897/zookeys.1009.54303;10.3897/zookeys.1026.61554,ID,Museum Zoologicum Bogoriense,MUSEUM,Indonesia,GS
11,QVMAG,ZooKeys;Evolutionary Systematics,10.3897/zookeys.827.32969;10.3897/evolsyst.1.14847;10.3897/zookeys.846.35028,,,,,
2,NMNU,ZooKeys,10.3897/zookeys.825.29029,,,,,
19,ZMUT,ZooKeys,10.3897/zookeys.825.29029;10.3897/zookeys.878.37845;10.3897/zookeys.906.47978;10.3897/zookeys.935.50492;10.3897/zookeys.661.10677;10.3897/zookeys.568.6872;10.3897/zookeys.1004.58537,JP,"University of Tokyo, Department of Zoology",,Japan,GN
6,NHM-PSU,ZooKeys,10.3897/zookeys.824.31635;10.3897/zookeys.987.54234,,,,,
1,IGA-CAS,ZooKeys,10.3897/zookeys.822.30880,,,,,
1,ISEA-PAS,ZooKeys,10.3897/zookeys.822.30880,,,,,
73,SCAU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.822.32341;10.3897/zookeys.793.24790;10.3897/zookeys.772.25803;10.3897/zookeys.742.23471;10.3897/zookeys.710.20025;10.3897/zookeys.706.18081;10.3897/zookeys.692.12062;10.3897/zookeys.669.12334;10.3897/jhr.74.39570;10.3897/zookeys.669.12398;10.3897/zookeys.1008.61040;10.3897/zookeys.1021.59927;10.3897/jhr.82.62148;10.3897/zookeys.1038.64978;10.3897/jhr.54.11675;10.3897/zookeys.714.20644;10.3897/zookeys.678.11862;10.3897/zookeys.644.10491;10.3897/zookeys.644.9825;10.3897/zookeys.545.6111;10.3897/zookeys.577.7825;10.3897/zookeys.594.8768;10.3897/zookeys.671.11275;10.3897/zookeys.643.11050;10.3897/zookeys.636.10706;10.3897/zookeys.625.9846;10.3897/zookeys.623.10191;10.3897/zookeys.615.9179;10.3897/zookeys.612.9781;10.3897/zookeys.609.8288;10.3897/zookeys.564.6819;10.3897/zookeys.552.6167,,,,,
9,USMB,ZooKeys,10.3897/zookeys.821.29019;10.3897/zookeys.1009.59205;10.3897/zookeys.577.7301,,,,,
68,NSMT,ZooKeys;Zoosystematics and Evolution;Nota Lepidopterologica;Journal of Hymenoptera Research,10.3897/zookeys.820.31527;10.3897/zse.95.39214;10.3897/zookeys.794.25243;10.3897/nl.39.9603;10.3897/zookeys.760.24778;10.3897/zookeys.738.22927;10.3897/zookeys.738.13277;10.3897/zookeys.525.5958;10.3897/zookeys.530.6063;10.3897/zookeys.637.9384;10.3897/zookeys.965.51749;10.3897/zookeys.677.11308;10.3897/zookeys.668.12181;10.3897/zookeys.616.9442;10.3897/zookeys.615.8125;10.3897/zookeys.614.8346;10.3897/zookeys.609.9327;10.3897/zookeys.990.55542;10.3897/zookeys.987.53648;10.3897/jhr.74.39299;10.3897/zookeys.607.9379;10.3897/zookeys.606.9310;10.3897/zookeys.562.6181;10.3897/zookeys.559.6751;10.3897/JHR.45.5442;10.3897/zookeys.897.37061;10.3897/zookeys.1023.60934;10.3897/zse.97.64473;10.3897/zookeys.1040.62309,JP,National Science Museum (Natural History),,Japan,GN
22,EUMJ,ZooKeys;Deutsche Entomologische Zeitschrift;Journal of Hymenoptera Research,10.3897/zookeys.820.31527;10.3897/zookeys.805.28757;10.3897/zookeys.855.35677;10.3897/dez.63.8386;10.3897/zookeys.553.6576;10.3897/zookeys.933.48771;10.3897/zookeys.938.51614;10.3897/zookeys.568.7125;10.3897/jhr.80.56178;10.3897/JHR.45.5301,JP,Ehime University,,Japan,GN
75,ZMH,ZooKeys;Zoosystematics and Evolution;Evolutionary Systematics,10.3897/zookeys.820.29363;10.3897/zse.94.22120;10.3897/zookeys.522.6056;10.3897/zookeys.731.19948;10.3897/zookeys.845.32428;10.3897/evolsyst.1.14969;10.3897/zookeys.672.10212;10.3897/zookeys.615.9530;10.3897/zookeys.1031.62391;10.3897/zse.97.64766;10.3897/evolsyst.1.14652;10.3897/evolsyst.3.34496;10.3897/zookeys.790.27193;10.3897/evolsyst.4.60525,DE,Zoologisches Museum Hamburg,MUSEUM,Germany,GN
355,AMNH,ZooKeys;Journal of Hymenoptera Research;Evolutionary Systematics,10.3897/zookeys.820.32167;10.3897/zookeys.893.47059;10.3897/zookeys.891.38563;10.3897/zookeys.796.21429;10.3897/zookeys.796.21285;10.3897/zookeys.796.21240;10.3897/jhr.55.12209;10.3897/jhr.71.35754;10.3897/jhr.72.37691;10.3897/zookeys.778.25775;10.3897/zookeys.755.23939;10.3897/zookeys.867.28728;10.3897/zookeys.524.6158;10.3897/zookeys.537.6115;10.3897/zookeys.541.6297;10.3897/zookeys.646.10787;10.3897/zookeys.645.11117;10.3897/evolsyst.1.14969;10.3897/zookeys.625.9891;10.3897/jhr.77.53307;10.3897/zookeys.667.11369;10.3897/zookeys.661.11251;10.3897/zookeys.973.51435;10.3897/zookeys.626.10033;10.3897/zookeys.611.9058;10.3897/zookeys.996.56562;10.3897/zookeys.591.7731;10.3897/zookeys.584.6026;10.3897/zookeys.568.6872;10.3897/zookeys.566.6982;10.3897/zookeys.562.6124;10.3897/zookeys.562.6052;10.3897/zookeys.560.6264;10.3897/zookeys.1015.59683;10.3897/zookeys.1012.57172;10.3897/zookeys.1027.54888;10.3897/zookeys.1031.59102;10.3897/zookeys.766.24523,US,American Museum of Natural History,,United States,GN
3,DEI,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.820.32167;10.3897/dez.67.54002,,,,,
7,NHMD,ZooKeys;Journal of Hymenoptera Research;MycoKeys,10.3897/zookeys.820.30139;10.3897/zookeys.904.48592;10.3897/jhr.51.9075;10.3897/zookeys.771.25534;10.3897/zookeys.899.38892;10.3897/mycokeys.67.51811,DK,Natural History Museum of Denmark,MUSEUM,Denmark,GN
8,ASCU,ZooKeys,10.3897/zookeys.818.32061,AU,Agricultural Scientific Collections Unit,MUSEUM,Australia,GN
10,QDPC,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.818.32061;10.3897/jhr.57.12892,AU,Queensland Primary Industries Insect Collection,OTHER_TYPE_RESEARCH_INSTITUTION_BIOREPOSITORY,Australia,GN
234,SMF,ZooKeys;Subterranean Biology;Zoosystematics and Evolution,10.3897/zookeys.818.30587;10.3897/zookeys.811.29187;10.3897/zookeys.795.29339;10.3897/zookeys.784.26521;10.3897/zookeys.777.24917;10.3897/subtbiol.24.20985;10.3897/zookeys.523.6114;10.3897/zookeys.747.23468;10.3897/zse.94.21754;10.3897/zookeys.869.35546;10.3897/zookeys.845.32428;10.3897/zookeys.842.33052;10.3897/zookeys.577.7848;10.3897/zookeys.944.49921;10.3897/zookeys.675.12453;10.3897/zookeys.660.11780;10.3897/zookeys.976.53859;10.3897/zookeys.605.8060;10.3897/zookeys.599.8168;10.3897/zookeys.592.8118;10.3897/zookeys.589.7933;10.3897/zookeys.1006.59732;10.3897/zse.97.59143;10.3897/zookeys.1010.58759;10.3897/zookeys.1027.54888;10.3897/zookeys.769.25258;10.3897/zookeys.519.8784,DE,Forschungsinstitut und Natur-Museum Senckenberg,,Germany,GN
