numTreatments,instCode,journals,dois
3,PMSL,Deutsche Entomologische Zeitschrift,10.3897/dez.66.31754
2,CeNak,Evolutionary Systematics,10.3897/evolsyst.2.29172
7,ZSMH,Evolutionary Systematics,10.3897/evolsyst.2.30778
4,CCB,ZooKeys,10.3897/zookeys.838.33086
13,NBAIR,ZooKeys,10.3897/zookeys.837.32057;10.3897/zookeys.772.25320;10.3897/zookeys.597.7520;10.3897/zookeys.977.57875;10.3897/zookeys.580.8090
2,SIF SB RAS,ZooKeys,10.3897/zookeys.835.33166;10.3897/zookeys.736.20739
1,INRA,ZooKeys,10.3897/zookeys.835.33166
2,CSCS,ZooKeys,10.3897/zookeys.829.30086
104,EMBL,ZooKeys,10.3897/zookeys.828.32200
2,ETAM,ZooKeys,10.3897/zookeys.825.29029
8,NJAU,ZooKeys,10.3897/zookeys.824.31635;10.3897/zookeys.762.23926;10.3897/zookeys.656.10738;10.3897/zookeys.574.7312
21,MNHW,ZooKeys,10.3897/zookeys.821.29019;10.3897/zookeys.523.6103;10.3897/zookeys.554.6120;10.3897/zookeys.1009.59205;10.3897/zookeys.1010.58348
9,KUEC,ZooKeys,10.3897/zookeys.820.31618
6,TMU,ZooKeys,10.3897/zookeys.820.31618
16,LIPI,ZooKeys,10.3897/zookeys.820.29363;10.3897/zookeys.529.6326;10.3897/zookeys.529.6421;10.3897/zookeys.539.6541;10.3897/zookeys.660.11847;10.3897/zookeys.605.9338
4,NCHUZOOL,ZooKeys,10.3897/zookeys.817.29332;10.3897/zookeys.747.23468
1,ICML-UNAM,ZooKeys,10.3897/zookeys.817.29406
16,IEXA,ZooKeys,10.3897/zookeys.882.35532;10.3897/zookeys.747.22731;10.3897/zookeys.743.23029;10.3897/zookeys.736.21628;10.3897/zookeys.702.14728;10.3897/zookeys.993.49434
2,IFAS,ZooKeys,10.3897/zookeys.881.36744;10.3897/zookeys.1017.60990
4,FAFU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.881.34646;10.3897/JHR.46.5155
3,AICF,ZooKeys,10.3897/zookeys.881.34646
1,CZPC,ZooKeys,10.3897/zookeys.881.34821
1,FWPC,ZooKeys,10.3897/zookeys.881.34821
1,MSPC,ZooKeys,10.3897/zookeys.881.34821
1,NMEC,ZooKeys,10.3897/zookeys.881.34821
3,BJMNH,ZooKeys,10.3897/zookeys.880.34712
20,SHNU,ZooKeys,10.3897/zookeys.880.34712;10.3897/zookeys.709.14755;10.3897/zookeys.684.13514;10.3897/zookeys.595.8784;10.3897/zookeys.936.48577;10.3897/zookeys.595.8752
1,TN,Journal of Hymenoptera Research,10.3897/JHR.45.5442
1,NTU,Journal of Hymenoptera Research,10.3897/JHR.46.5155
4,GSFPM,Journal of Hymenoptera Research;ZooKeys,10.3897/JHR.46.5763;10.3897/zookeys.537.6592;10.3897/zookeys.678.12397;10.3897/zookeys.663.11874
11,ICIPE,Journal of Hymenoptera Research;ZooKeys,10.3897/JHR.49.7714;10.3897/zookeys.585.7503
2,MHNM,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.29115;10.3897/zookeys.901.39432
13,CICCAA,Zoosystematics and Evolution;ZooKeys,10.3897/zse.94.28085;10.3897/zse.94.22685;10.3897/zse.94.21321;10.3897/zookeys.765.23157;10.3897/zse.94.22106;10.3897/zse.96.56247;10.3897/zse.97.61006
1,UEFS,Zoosystematics and Evolution,10.3897/zse.94.22685
2,NMSW,Zoosystematics and Evolution,10.3897/zse.93.10995
2,Academy of Natural Sciences of Philadelphia,Zoosystematics and Evolution,10.3897/zse.93.10802
14,National Museum,Zoosystematics and Evolution,10.3897/zse.92.7629
71,Museum,Zoosystematics and Evolution;ZooKeys,10.3897/zse.92.7629;10.3897/zookeys.594.8623;10.3897/zookeys.614.9368;10.3897/zookeys.619.10043;10.3897/zookeys.596.8725;10.3897/zookeys.596.8332;10.3897/zookeys.593.8511
1,SERTC,Zoosystematics and Evolution,10.3897/zse.92.5789
3,DWBC,ZooKeys,10.3897/zookeys.893.47059
3,DPDC,ZooKeys,10.3897/zookeys.893.47059
3,SJRC,ZooKeys,10.3897/zookeys.893.47059
3,DEKC,ZooKeys,10.3897/zookeys.893.47059
3,DSC,ZooKeys,10.3897/zookeys.893.47059
1,MHNMC,ZooKeys,10.3897/zookeys.893.36013
2,LATLAX,ZooKeys,10.3897/zookeys.892.39558;10.3897/zookeys.802.28445
1,http://grbio.org/institution/university-new-mexico,ZooKeys,10.3897/zookeys.892.38868
5,UMIZ,ZooKeys,10.3897/zookeys.892.39524;10.3897/zookeys.763.21252
5,MBA,ZooKeys,10.3897/zookeys.811.29187
9,FGMRI,ZooKeys,10.3897/zookeys.806.21916
4,LES,ZooKeys,10.3897/zookeys.806.27404
4,CNAN,ZooKeys,10.3897/zookeys.802.28445;10.3897/zookeys.1027.54888
22,ECKU,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.40.11184
11,RCBB,ZooKeys,10.3897/zookeys.800.26292
16,RCJJ,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.43.54916
21,RCWS,ZooKeys,10.3897/zookeys.800.26292
2,RCKO,ZooKeys,10.3897/zookeys.800.26292
3,RCGB,ZooKeys,10.3897/zookeys.800.26292;10.3897/zookeys.537.6090
20,RCZT,ZooKeys,10.3897/zookeys.800.26292
5,RCTM,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.38.5058
2,RCEA,ZooKeys,10.3897/zookeys.800.26292
18,RCKN,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.800.26292;10.3897/nl.43.54916
6,RCMC,ZooKeys,10.3897/zookeys.800.26292
2,RCRH,ZooKeys,10.3897/zookeys.800.26292
1,RCJN,ZooKeys,10.3897/zookeys.800.26292
1,RCTV,ZooKeys,10.3897/zookeys.800.26292
1,RCPF,ZooKeys,10.3897/zookeys.800.26292
1,RCAW,ZooKeys,10.3897/zookeys.800.26292
5,RCAP,ZooKeys,10.3897/zookeys.800.26292
2,RCJR,ZooKeys,10.3897/zookeys.800.26292
3,RCPT,ZooKeys,10.3897/zookeys.800.26292
3,RCSP,ZooKeys,10.3897/zookeys.800.26292
1,AFRC,ZooKeys,10.3897/zookeys.798.28606
2,ZJPC,ZooKeys,10.3897/zookeys.796.21515
11,DARC,ZooKeys,10.3897/zookeys.796.22517
7,DBTC,ZooKeys,10.3897/zookeys.796.22517
11,JEEC,ZooKeys,10.3897/zookeys.796.22517
4,RLFF,ZooKeys,10.3897/zookeys.796.22517
3,CEHI,ZooKeys,10.3897/zookeys.796.24540;10.3897/zookeys.789.26165
1,DTPC,ZooKeys,10.3897/zookeys.796.20736
2,MUTPL,Journal of Hymenoptera Research,10.3897/jhr.51.9830
2,SEAG,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.51.9075;10.3897/zookeys.927.49584
1,Société Entomologique Antilles Guyane (SEAG),Journal of Hymenoptera Research,10.3897/jhr.51.9075
3,ENV,Journal of Hymenoptera Research,10.3897/jhr.52.10067;10.3897/jhr.62.21858
2,MNHT,Journal of Hymenoptera Research,10.3897/jhr.52.10067
2,RGB,Journal of Hymenoptera Research,10.3897/jhr.52.10067
3,Great Smoky Mountains National Park,Journal of Hymenoptera Research,10.3897/jhr.53.10369
21,Botanical Garden,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.53.9890;10.3897/zookeys.640.10334;10.3897/zookeys.639.10893
31,PHMB,Journal of Hymenoptera Research,10.3897/jhr.53.9890
7,University of Edinburgh,Journal of Hymenoptera Research,10.3897/jhr.53.9890
6,AEI,Journal of Hymenoptera Research,10.3897/jhr.53.9902
1,DPPZ,Journal of Hymenoptera Research,10.3897/jhr.62.21858
2,A.E.I,Journal of Hymenoptera Research,10.3897/jhr.64.24282
29,IEBR,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.66.28881;10.3897/zookeys.723.21668;10.3897/zookeys.853.33938;10.3897/jhr.77.52797;10.3897/zookeys.996.56562;10.3897/jhr.74.47795;10.3897/zookeys.601.9165;10.3897/zookeys.576.8177;10.3897/zookeys.971.56571;10.3897/zookeys.1036.56919
11,OÖLM,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.66.29269;10.3897/zookeys.974.54794
4,SMTP,Journal of Hymenoptera Research,10.3897/jhr.67.28810
11,CBGP,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.67.29733;10.3897/zookeys.1005.56353;10.3897/zookeys.539.6529
5,SWFU,Journal of Hymenoptera Research;ZooKeys,10.3897/jhr.68.30784;10.3897/zookeys.770.24908
9,MIUP,Journal of Hymenoptera Research,10.3897/jhr.71.35754
2,PAN,Journal of Hymenoptera Research,10.3897/jhr.72.38908
2,OPPC,Journal of Hymenoptera Research,10.3897/jhr.73.32256
2,GZU,MycoKeys;ZooKeys,10.3897/mycokeys.13.8824;10.3897/zookeys.709.14755
5,LMCI,ZooKeys,10.3897/zookeys.795.27070;10.3897/zookeys.996.53958
1,IADIZA,ZooKeys,10.3897/zookeys.795.27070
5,IDEA,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.795.27070;10.3897/nl.41.28570;10.3897/nl.42.38341;10.3897/nl.43.57965
17,THNHM,ZooKeys,10.3897/zookeys.795.28384;10.3897/zookeys.775.26893;10.3897/zookeys.729.21378;10.3897/zookeys.842.33609;10.3897/zookeys.980.54100;10.3897/zookeys.1028.62347
6,AJC,ZooKeys,10.3897/zookeys.795.29339
10,NPM,ZooKeys,10.3897/zookeys.794.26789;10.3897/zookeys.740.14640
13,CIUFES,ZooKeys,10.3897/zookeys.794.26789;10.3897/zookeys.561.7263
3,NPU,ZooKeys;Subterranean Biology,10.3897/zookeys.793.25005;10.3897/zookeys.710.13941;10.3897/subtbiol.37.55376
5,KAUST,ZooKeys,10.3897/zookeys.791.28775
7,IEGU,ZooKeys,10.3897/zookeys.790.26130;10.3897/zookeys.917.47326;10.3897/zookeys.563.6030;10.3897/zookeys.1025.56780
2,SEM,ZooKeys,10.3897/zookeys.789.27356;10.3897/zookeys.754.24210
3,TM,ZooKeys,10.3897/zookeys.788.26068;10.3897/zookeys.788.26480
4,LGC,ZooKeys,10.3897/zookeys.788.26068;10.3897/zookeys.788.26480;10.3897/zookeys.527.9771
3,JS,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.788.26480;10.3897/dez.68.60611
4,DEBC,ZooKeys,10.3897/zookeys.788.26885
4,JDPC,ZooKeys,10.3897/zookeys.788.26885
4,RBNC,ZooKeys,10.3897/zookeys.788.26885
8,MWM,ZooKeys,10.3897/zookeys.788.26325;10.3897/zookeys.677.12435;10.3897/zookeys.611.9058
2,BVC,ZooKeys,10.3897/zookeys.788.26325
2,MLC,ZooKeys,10.3897/zookeys.788.26325
39,CWOB,ZooKeys,10.3897/zookeys.787.26948;10.3897/zookeys.785.26674;10.3897/zookeys.528.6001;10.3897/zookeys.679.12805
23,EGRC,ZooKeys,10.3897/zookeys.787.26948
1,Princess Maha Chakri Sirindhorn Natural History Museum,ZooKeys,10.3897/zookeys.787.28098
11,GUGC,ZooKeys,10.3897/zookeys.786.26402;10.3897/zookeys.861.32594;10.3897/zookeys.854.33117;10.3897/zookeys.846.34003;10.3897/zookeys.1023.59811;10.3897/zookeys.1028.62347;10.3897/zookeys.1028.63727
1,NHMSC,ZooKeys,10.3897/zookeys.786.28386
8,CULSP,ZooKeys,10.3897/zookeys.785.26236;10.3897/zookeys.1019.61496
1,ISU,ZooKeys,10.3897/zookeys.785.28006
3,UY1,ZooKeys,10.3897/zookeys.785.27422
2,CSIRO,ZooKeys,10.3897/zookeys.783.26862
1,IMOS,ZooKeys,10.3897/zookeys.783.26862
2,UGSB,ZooKeys,10.3897/zookeys.782.26797
3,INBAC,ZooKeys,10.3897/zookeys.780.25859
5,NMCR,ZooKeys,10.3897/zookeys.780.26388;10.3897/zookeys.879.37721
1,SIO-BIC,ZooKeys,10.3897/zookeys.779.24781
5,KUNH,ZooKeys,10.3897/zookeys.778.25775
37,BOLD,ZooKeys;Nota Lepidopterologica,10.3897/zookeys.777.23212;10.3897/nl.41.22840;10.3897/zookeys.730.22869;10.3897/zookeys.687.13844;10.3897/zookeys.686.13680;10.3897/zookeys.676.12987;10.3897/zookeys.917.39270;10.3897/zookeys.681.12522;10.3897/zookeys.520.6185
6,CMPR,ZooKeys,10.3897/zookeys.777.23212
1,EMSUM,ZooKeys,10.3897/zookeys.777.26745
11,SKYC,ZooKeys,10.3897/zookeys.775.26893;10.3897/zookeys.842.33609;10.3897/zookeys.651.10336
1,SYSB,ZooKeys,10.3897/zookeys.775.22620
1,MCN,ZooKeys,10.3897/zookeys.771.24921
3,CAVAISC,ZooKeys,10.3897/zookeys.771.24921;10.3897/zookeys.600.8580;10.3897/zookeys.632.9337
1,UNB,ZooKeys,10.3897/zookeys.771.24921
13,SYNU,ZooKeys,10.3897/zookeys.771.23158;10.3897/zookeys.618.9451;10.3897/zookeys.1034.63388
4,MNKM,ZooKeys,10.3897/zookeys.770.24281;10.3897/zookeys.736.21628;10.3897/zookeys.637.11001
1,ICBiBE,ZooKeys,10.3897/zookeys.770.24281
2,ZMBH,ZooKeys,10.3897/zookeys.770.24908
3,CASAU,ZooKeys,10.3897/zookeys.769.26152;10.3897/zookeys.716.21349
26,JG,ZooKeys,10.3897/zookeys.769.25258
43,PGB,ZooKeys,10.3897/zookeys.769.25258;10.3897/zookeys.523.6114;10.3897/zookeys.842.33052;10.3897/zookeys.564.6560
26,DT,ZooKeys,10.3897/zookeys.769.25258
26,EZP,ZooKeys,10.3897/zookeys.769.25258
30,MZBI,ZooKeys;Deutsche Entomologische Zeitschrift,10.3897/zookeys.769.25258;10.3897/dez.63.8386
30,REI,ZooKeys,10.3897/zookeys.769.25258;10.3897/zookeys.842.33052
1,RMBH,ZooKeys,10.3897/zookeys.768.24345
23,MZUTI,ZooKeys,10.3897/zookeys.766.24523;10.3897/zookeys.673.12108;10.3897/zookeys.541.6058
1,ZMSU,ZooKeys,10.3897/zookeys.766.23239
4,CWBS,ZooKeys,10.3897/zookeys.765.24366
9,IESNU,ZooKeys,10.3897/zookeys.764.22736;10.3897/zookeys.693.12965;10.3897/zookeys.657.9153;10.3897/zookeys.598.7983
3,OLL,ZooKeys,10.3897/zookeys.764.24581;10.3897/zookeys.561.7417
2,cMS,ZooKeys,10.3897/zookeys.764.24581
1,cMAV,ZooKeys,10.3897/zookeys.764.24581
2,Olympic National Park,MycoKeys,10.3897/mycokeys.18.10007
2,CERC,MycoKeys,10.3897/mycokeys.26.14688
2,CSFF,MycoKeys,10.3897/mycokeys.26.14688
11,HMJAU,MycoKeys,10.3897/mycokeys.26.14919;10.3897/mycokeys.33.24704;10.3897/mycokeys.51.34956;10.3897/mycokeys.52.34647
1,ITCV,MycoKeys,10.3897/mycokeys.30.22887
1,YSU,MycoKeys,10.3897/mycokeys.32.23277
2,LESF,MycoKeys,10.3897/mycokeys.46.30951
5,GZUIFR,MycoKeys,10.3897/mycokeys.47.30740
1,ACAM,MycoKeys,10.3897/mycokeys.47.32085
1,SOMF,MycoKeys,10.3897/mycokeys.47.32085
41,CFCC,MycoKeys,10.3897/mycokeys.56.36079;10.3897/mycokeys.50.32517;10.3897/mycokeys.69.54012;10.3897/mycokeys.62.47425;10.3897/mycokeys.60.46395;10.3897/mycokeys.59.38055;10.3897/mycokeys.48.31715;10.3897/mycokeys.42.29634;10.3897/mycokeys.39.26914;10.3897/mycokeys.39.27014;10.3897/mycokeys.77.59999;10.3897/mycokeys.79.65221
22,CMW,MycoKeys,10.3897/mycokeys.60.39069;10.3897/mycokeys.68.50035
6,National Museum of Nature and Science,Nota Lepidopterologica;ZooKeys,10.3897/nl.39.9603;10.3897/zookeys.606.9310
5,KG,Nota Lepidopterologica,10.3897/nl.40.11184
5,KL,Nota Lepidopterologica,10.3897/nl.40.11184
5,PF,Nota Lepidopterologica,10.3897/nl.40.11184
5,RS,Nota Lepidopterologica,10.3897/nl.40.11184
5,UJ,Nota Lepidopterologica,10.3897/nl.40.11184
2,KSS,Nota Lepidopterologica,10.3897/nl.40.13085
2,IBEB,Nota Lepidopterologica,10.3897/nl.41.26835
3,GBOWS,PhytoKeys,10.3897/phytokeys.109.27566
2,NOU,PhytoKeys,10.3897/phytokeys.119.32221
6,GCCC,PhytoKeys,10.3897/phytokeys.128.35446;10.3897/phytokeys.127.35445;10.3897/phytokeys.146.49731
2,CNMO,Subterranean Biology,10.3897/subtbiol.29.34123
1,UFMG-AC,Subterranean Biology,10.3897/subtbiol.27.25777
1,ZUPV,Subterranean Biology,10.3897/subtbiol.25.23364
1,BOL,PhytoKeys,10.3897/phytokeys.99.24765
2,SEABRI,PhytoKeys;ZooKeys,10.3897/phytokeys.94.21553;10.3897/zookeys.646.11049
28,IUCN,PhytoKeys;Zoosystematics and Evolution;ZooKeys,10.3897/phytokeys.83.13442;10.3897/phytokeys.78.11932;10.3897/zse.93.10188;10.3897/phytokeys.60.6406;10.3897/phytokeys.149.49533;10.3897/zookeys.675.12453;10.3897/zookeys.673.13050;10.3897/zookeys.660.11394;10.3897/zookeys.657.11076;10.3897/phytokeys.167.55107
6,LLNP,PhytoKeys,10.3897/phytokeys.81.13488;10.3897/phytokeys.62.7548
1,NIFS,PhytoKeys,10.3897/phytokeys.81.13488
3,National Tropical Botanical Garden(NTBG),PhytoKeys,10.3897/phytokeys.76.11637
3,National Tropical Botanical Garden,PhytoKeys,10.3897/phytokeys.76.11637
3,Maui Nui Plant Extinction Prevention Program (PEPP),PhytoKeys,10.3897/phytokeys.76.11637
5,Missouri Botanical Garden,PhytoKeys,10.3897/phytokeys.76.10298
1,Universidad Michoacana de San Nicolás de Hidalgo,PhytoKeys,10.3897/phytokeys.76.10921
3,Hacettepe University,PhytoKeys,10.3897/phytokeys.75.10244
3,Royal Botanic Gardens,PhytoKeys,10.3897/phytokeys.68.8803
3,Botanic Garden,PhytoKeys,10.3897/phytokeys.68.8803
3,Singapore Botanic Gardens,PhytoKeys,10.3897/phytokeys.68.8803
33,University,PhytoKeys;Deutsche Entomologische Zeitschrift;ZooKeys,10.3897/phytokeys.64.6864;10.3897/dez.63.8386;10.3897/phytokeys.65.8571;10.3897/zookeys.594.8623;10.3897/zookeys.635.10487;10.3897/zookeys.628.9805;10.3897/zookeys.618.9692;10.3897/zookeys.596.8332
4,University of Texas,PhytoKeys,10.3897/phytokeys.64.6864
4,Universidad Nacional Mayor de San Marcos,PhytoKeys,10.3897/phytokeys.64.6864
4,Universidad Nacional,PhytoKeys,10.3897/phytokeys.64.6864
12,AKM,ZooKeys,10.3897/zookeys.522.10294;10.3897/zookeys.587.8188
7,ASRU,ZooKeys,10.3897/zookeys.761.24214
1,G1,ZooKeys,10.3897/zookeys.760.24787
1,G2,ZooKeys,10.3897/zookeys.760.24787
1,CPI,ZooKeys,10.3897/zookeys.759.24742
1,Aveiro,ZooKeys,10.3897/zookeys.759.22981
1,APEM,ZooKeys,10.3897/zookeys.759.22981
3,KGB,ZooKeys,10.3897/zookeys.759.22981
1,CRS,ZooKeys,10.3897/zookeys.758.24169
1,NNML,ZooKeys,10.3897/zookeys.758.24169
30,CTMI,ZooKeys,10.3897/zookeys.755.23939;10.3897/zookeys.591.7731
3,CAB,ZooKeys,10.3897/zookeys.753.22366
3,DWC,ZooKeys,10.3897/zookeys.753.22366
1,KCE,ZooKeys,10.3897/zookeys.753.22366
1,SMNHTAU,ZooKeys,10.3897/zookeys.753.22366
1,KBFSC,ZooKeys,10.3897/zookeys.751.22661
24,UWIM,ZooKeys,10.3897/zookeys.750.23536
1,University Museum of Bergen,ZooKeys,10.3897/zookeys.749.24199
1,CAM,ZooKeys,10.3897/zookeys.748.24198
6,JLSHC,ZooKeys,10.3897/zookeys.747.22731
6,VMC,ZooKeys,10.3897/zookeys.747.22731
1,JB,ZooKeys,10.3897/zookeys.743.23029
1,MNHNCu,ZooKeys,10.3897/zookeys.742.21819
4,IBGAS,ZooKeys,10.3897/zookeys.741.23223
11,MIZ,ZooKeys,10.3897/zookeys.736.21628;10.3897/zookeys.706.18081
6,MABIK,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.735.14671;10.3897/zookeys.718.19959;10.3897/zookeys.665.6150;10.3897/zse.96.54507
2,CReefs,ZooKeys,10.3897/zookeys.733.20474
4,HBOI,ZooKeys,10.3897/zookeys.729.21779
5,NMT,ZooKeys,10.3897/zookeys.723.21817
1,DABFUK,ZooKeys,10.3897/zookeys.716.21349
4,UNMSM,ZooKeys,10.3897/zookeys.714.15113;10.3897/zookeys.626.10033
4,IESWU,ZooKeys,10.3897/zookeys.714.14041
1,HWIC,ZooKeys,10.3897/zookeys.709.14877
1,JSKC,ZooKeys,10.3897/zookeys.709.14877
1,TGAC,ZooKeys,10.3897/zookeys.709.14877
15,SWU,ZooKeys,10.3897/zookeys.709.14755;10.3897/zookeys.852.31611;10.3897/zookeys.1021.59526;10.3897/zookeys.1026.61570;10.3897/zookeys.1036.63232
14,IACC,ZooKeys,10.3897/zookeys.707.12649
2,IZSAV,ZooKeys,10.3897/zookeys.704.13304
1,CBUMAG,ZooKeys,10.3897/zookeys.703.12537
7,CEIOC,ZooKeys,10.3897/zookeys.699.12031;10.3897/zookeys.526.6154
1,UADBA-A,Zoosystematics and Evolution,10.3897/zse.93.14906
1,MZB = Museum Zoologicum Bogoriense,Zoosystematics and Evolution,10.3897/zse.91.5411
1,CHCM,ZooKeys,10.3897/zookeys.892.38447
11,KSP,ZooKeys,10.3897/zookeys.878.37403;10.3897/zookeys.960.55007;10.3897/zookeys.1026.61554
1,NRC,ZooKeys,10.3897/zookeys.869.34166
1,OVF,ZooKeys,10.3897/zookeys.865.35827
1,NUoL,ZooKeys,10.3897/zookeys.864.33678
2,Environmental Resources Research Centre (ERRC),PhytoKeys,10.3897/phytokeys.62.7623
1,CSM,PhytoKeys,10.3897/phytokeys.62.7548
1,World Conservation Union (IUCN),PhytoKeys,10.3897/phytokeys.60.6406
4,LI,PhytoKeys,10.3897/phytokeys.134.37979
1,GSFGPM,ZooKeys,10.3897/zookeys.858.35012
108,AKTC,ZooKeys,10.3897/zookeys.854.35133;10.3897/zookeys.1001.58447
2,ASUC,ZooKeys,10.3897/zookeys.854.35133
64,MSCC,ZooKeys,10.3897/zookeys.854.35133;10.3897/zookeys.1001.58447
102,CHND,ZooKeys,10.3897/zookeys.854.35133;10.3897/zookeys.1001.58447
3,UMCRC,ZooKeys,10.3897/zookeys.853.30595;10.3897/zookeys.1029.63023
3,MBLI,ZooKeys,10.3897/zookeys.853.30595;10.3897/zookeys.1029.63023
2,UMO,ZooKeys,10.3897/zookeys.853.33311
12,YNAU,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.843.31885;10.3897/zookeys.910.35846;10.3897/zookeys.987.55317;10.3897/jhr.81.61892;10.3897/zookeys.1025.59920
2,AMK,ZooKeys,10.3897/zookeys.842.33609
3,IBBL,ZooKeys,10.3897/zookeys.831.31515
3,HDBI,ZooKeys,10.3897/zookeys.688.11261
1,LIST,ZooKeys,10.3897/zookeys.687.14872
1,MZR,ZooKeys,10.3897/zookeys.524.5990
2,BMCP,ZooKeys,10.3897/zookeys.524.5990
34,RWC,ZooKeys,10.3897/zookeys.524.6105;10.3897/zookeys.573.7878;10.3897/zookeys.573.7830;10.3897/zookeys.573.7016
49,LFC,ZooKeys,10.3897/zookeys.524.6105;10.3897/zookeys.573.7878;10.3897/zookeys.581.8014;10.3897/zookeys.593.8412;10.3897/zookeys.610.9361;10.3897/zookeys.573.7016
1,DZRJ,ZooKeys,10.3897/zookeys.526.6154
2,BIO,ZooKeys,10.3897/zookeys.527.6087
10,JBSC,ZooKeys,10.3897/zookeys.527.6087
8,VABC,ZooKeys,10.3897/zookeys.527.6087
6,EHMC,ZooKeys,10.3897/zookeys.527.6087
1,TTUZ,ZooKeys,10.3897/zookeys.528.6001
1,TH,ZooKeys,10.3897/zookeys.529.6139
2,JUO,ZooKeys,10.3897/zookeys.529.6139;10.3897/zookeys.564.6560
21,MNHP,ZooKeys,10.3897/zookeys.530.6047
45,BOR/MOL,ZooKeys,10.3897/zookeys.531.6097
5,IBSI-Ara,ZooKeys;Zoosystematics and Evolution,10.3897/zookeys.532.6078;10.3897/zse.96.55210
1,CREAN,ZooKeys,10.3897/zookeys.532.6078
2,RHTC,ZooKeys,10.3897/zookeys.532.6587
2,ACMT,ZooKeys,10.3897/zookeys.532.6587
1,CHUX,ZooKeys,10.3897/zookeys.534.6019
5,LBP,ZooKeys,10.3897/zookeys.534.6169;10.3897/zookeys.634.9917
3,PMJ,ZooKeys,10.3897/zookeys.537.6090
1,CISEC,ZooKeys,10.3897/zookeys.537.6090
1,LIPI (Indonesian Institute of Science),ZooKeys,10.3897/zookeys.539.6541
2,MNHNCL,ZooKeys,10.3897/zookeys.539.6157;10.3897/zookeys.555.6011
2,Muséum national d’Histoire naturelle (MNHN),ZooKeys,10.3897/zookeys.539.6664
3,AN,ZooKeys,10.3897/zookeys.541.6297
2,CXMNC,ZooKeys,10.3897/zookeys.547.9698
8,SYSBM,ZooKeys;Journal of Hymenoptera Research,10.3897/zookeys.615.9964;10.3897/zookeys.565.6304;10.3897/zookeys.1008.58854;10.3897/jhr.82.62148
6,LGBC,Deutsche Entomologische Zeitschrift,10.3897/dez.63.6615
1,RUMF,Deutsche Entomologische Zeitschrift,10.3897/dez.63.7178
1,CG,Deutsche Entomologische Zeitschrift,10.3897/dez.63.6625
1,Museum National d’Histoire Naturelle,PhytoKeys,10.3897/phytokeys.71.9203
1,Royal University of Phnom Penh,PhytoKeys,10.3897/phytokeys.71.9203
1,UMT,ZooKeys,10.3897/zookeys.859.33284
10,JDM,ZooKeys,10.3897/zookeys.700.11784
2,IBSS,ZooKeys,10.3897/zookeys.692.12062
1,ACESSD,ZooKeys,10.3897/zookeys.691.13174
1,JMLC,ZooKeys,10.3897/zookeys.690.13751
2,TGPC,ZooKeys,10.3897/zookeys.688.13632
2,SAEON,ZooKeys,10.3897/zookeys.676.12987
2,MEPN,ZooKeys,10.3897/zookeys.673.12108;10.3897/zookeys.1036.62034
1,MHNL,ZooKeys,10.3897/zookeys.670.11839
1,UBDC,ZooKeys,10.3897/zookeys.669.12608
1,MPUJ,ZooKeys,10.3897/zookeys.668.11489
1,UARC-IC,ZooKeys,10.3897/zookeys.668.11489
2,USCO,ZooKeys,10.3897/zookeys.668.11347
4,cHay,ZooKeys,10.3897/zookeys.664.11881
8,cRou,ZooKeys,10.3897/zookeys.664.11881
2,SWIMS,ZooKeys,10.3897/zookeys.662.11908
2,BITS,ZooKeys,10.3897/zookeys.656.11676;10.3897/zookeys.663.11635
1,CLHC,ZooKeys,10.3897/zookeys.656.11676
1,CJYT,ZooKeys,10.3897/zookeys.656.11676
1,CCWI,ZooKeys,10.3897/zookeys.656.11676
1,CCZC,ZooKeys,10.3897/zookeys.656.11676
11,Tas,ZooKeys,10.3897/zookeys.652.12035
1,FDS,ZooKeys,10.3897/zookeys.651.10336
1,MCN-AM,ZooKeys,10.3897/zookeys.642.10401
1,SLPC,ZooKeys,10.3897/zookeys.637.11001
14,DNUE,Journal of Hymenoptera Research,10.3897/jhr.75.47006
3,NIAS,Journal of Hymenoptera Research,10.3897/jhr.75.47006
1,EMTU,ZooKeys,10.3897/zookeys.899.46933
2,RCNM,ZooKeys,10.3897/zookeys.917.39270
16,DTC,Evolutionary Systematics,10.3897/evolsyst.1.14969
3,CFMR,MycoKeys,10.3897/mycokeys.40.28700
10,KUMCC,MycoKeys,10.3897/mycokeys.51.32272;10.3897/mycokeys.43.29365
1,RCSO,Nota Lepidopterologica,10.3897/nl.38.5058
1,RCNP,Nota Lepidopterologica,10.3897/nl.38.5058
